"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-26","2024","04","26","","14.6","","8.7","","11.7","","6.3","","0.0","","6.6","","0.0","","6.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-27","2024","04","27","","11.1","","8.8","","10.0","","8.0","","0.0","","6.8","","0.0","","6.8","","","","14","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-28","2024","04","28","","12.8","","7.9","","10.4","","7.6","","0.0","","0.5","","0.0","","0.5","","","","20","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-29","2024","04","29","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","22","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-30","2024","04","30","","12.7","","5.1","","8.9","","9.1","","0.0","","0.2","","0.0","","0.2","","","","28","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-01","2024","05","01","","14.3","","4.2","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-02","2024","05","02","","15.7","","3.7","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","29","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-03","2024","05","03","","20.2","","6.7","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-04","2024","05","04","","16.6","","10.1","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","29","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-05","2024","05","05","","13.1","","9.7","","11.4","","6.6","","0.0","","4.7","","0.0","","4.7","","","","20","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-06","2024","05","06","","15.1","","8.0","","11.6","","6.4","","0.0","","0.2","","0.0","","0.2","","","","28","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-07","2024","05","07","","18.3","","8.1","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-08","2024","05","08","","15.7","","6.2","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-09","2024","05","09","","18.1","","5.7","","11.9","","6.1","","0.0","","0.0","","0.0","","0.0","","","","30","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-10","2024","05","10","","21.1","","7.8","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-11","2024","05","11","","20.5","","9.7","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-12","2024","05","12","","18.5","","12.3","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","28","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-13","2024","05","13","","17.5","","11.9","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","29","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-14","2024","05","14","","17.4","","8.8","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","29","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-15","2024","05","15","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","18","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-16","2024","05","16","","19.6","","11.2","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","29","","60",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-17","2024","05","17","","16.1","","8.8","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","28","","70",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-18","2024","05","18","","13.6","","8.3","","11.0","","7.0","","0.0","","2.6","","0.0","","2.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-19","2024","05","19","","15.3","","8.4","","11.9","","6.1","","0.0","","0.0","","0.0","","0.0","","","","28","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-20","2024","05","20","","16.8","","7.6","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","20","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-21","2024","05","21","","12.1","","8.5","","10.3","","7.7","","0.0","","20.2","","0.0","","20.2","","","","29","","82",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-22","2024","05","22","","15.8","","7.3","","11.6","","6.4","","0.0","","0.0","T","0.0","","0.0","T","","","29","","59",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-23","2024","05","23","","16.4","","9.2","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","12","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-24","2024","05","24","","13.2","","10.3","","11.8","","6.2","","0.0","","3.8","","0.0","","3.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-25","2024","05","25","","15.0","","9.4","","12.2","","5.8","","0.0","","1.8","","0.0","","1.8","","","","28","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-26","2024","05","26","","12.6","","9.0","","10.8","","7.2","","0.0","","10.4","","0.0","","10.4","","","","13","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-27","2024","05","27","","16.8","","10.5","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-28","2024","05","28","","15.9","","10.8","","13.4","","4.6","","0.0","","9.2","","0.0","","9.2","","","","22","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-29","2024","05","29","","14.8","","6.2","","10.5","","7.5","","0.0","","1.0","","0.0","","1.0","","","","23","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-30","2024","05","30","","16.1","","8.9","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-31","2024","05","31","","17.4","","6.8","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-01","2024","06","01","","18.0","","11.4","","14.7","","3.3","","0.0","","4.0","","0.0","","4.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-02","2024","06","02","","13.8","","11.2","","12.5","","5.5","","0.0","","19.0","","0.0","","19.0","","","","18","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-03","2024","06","03","","","M","","M","","M","","M","","M","10.5","","0.0","","10.5","","","","19","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-04","2024","06","04","","17.1","","10.0","","13.6","","4.4","","0.0","","5.6","","0.0","","5.6","","","","14","","56",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-05","2024","06","05","","17.8","","8.1","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","","","21","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-06","2024","06","06","","18.1","","8.0","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","24","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-07","2024","06","07","","19.8","","8.4","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","31","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-08","2024","06","08","","22.7","","10.2","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-09","2024","06","09","","22.5","","12.1","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","12","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-10","2024","06","10","","19.6","","10.6","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","9","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-11","2024","06","11","","18.8","","12.3","","15.6","","2.4","","0.0","","2.0","","0.0","","2.0","","","","19","","59",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-12","2024","06","12","","17.3","","10.1","","13.7","","4.3","","0.0","","1.2","","0.0","","1.2","","","","29","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-13","2024","06","13","","19.6","","8.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","19","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-14","2024","06","14","","17.1","","9.8","","13.5","","4.5","","0.0","","0.9","","0.0","","0.9","","","","19","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-15","2024","06","15","","16.0","","10.2","","13.1","","4.9","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-16","2024","06","16","","14.5","","9.4","","12.0","","6.0","","0.0","","5.8","","0.0","","5.8","","","","32","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-17","2024","06","17","","16.4","","11.2","","13.8","","4.2","","0.0","","0.8","","0.0","","0.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-18","2024","06","18","","18.2","","11.7","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","20","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-19","2024","06","19","","21.0","","9.2","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-20","2024","06","20","","23.1","","10.3","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","31","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-21","2024","06","21","","24.2","","11.8","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-22","2024","06","22","","21.3","","15.0","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","11","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-23","2024","06","23","","19.9","","12.3","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","20","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-24","2024","06","24","","19.9","","11.3","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","19","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-25","2024","06","25","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","31","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-26","2024","06","26","","","M","","M","","M","","M","","M","2.7","","0.0","","2.7","","","","13","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-27","2024","06","27","","15.6","","12.7","","14.2","","3.8","","0.0","","5.6","","0.0","","5.6","","","","21","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-28","2024","06","28","","18.6","","11.4","","15.0","","3.0","","0.0","","5.8","","0.0","","5.8","","","","18","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-29","2024","06","29","","20.5","","14.5","","17.5","","0.5","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-30","2024","06","30","","23.5","","14.8","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","16","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-01","2024","07","01","","20.7","","13.8","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","20","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-02","2024","07","02","","20.1","","12.7","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","21","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-03","2024","07","03","","20.0","","11.1","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-04","2024","07","04","","21.5","","12.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-05","2024","07","05","","24.2","","12.7","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","28","","62",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-06","2024","07","06","","24.0","","15.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","29","","54",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-07","2024","07","07","","27.6","","13.1","","20.4","","0.0","","2.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-08","2024","07","08","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-09","2024","07","09","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-10","2024","07","10","","24.8","","14.6","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-11","2024","07","11","","22.9","","14.7","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","28","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-12","2024","07","12","","22.6","","14.4","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","29","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-13","2024","07","13","","23.6","","16.6","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","29","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-14","2024","07","14","","25.0","","15.9","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-15","2024","07","15","","23.0","","14.6","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","20","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-16","2024","07","16","","24.5","","14.4","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-17","2024","07","17","","28.1","","15.8","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-18","2024","07","18","","26.3","","16.4","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","12","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-19","2024","07","19","","27.1","","15.2","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","","","10","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-20","2024","07","20","","26.2","","14.8","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-21","2024","07","21","","22.8","","15.3","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","28","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-22","2024","07","22","","22.5","","13.4","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","11","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-23","2024","07","23","","22.0","","12.9","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","10","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-24","2024","07","24","","23.8","","12.5","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","29","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-25","2024","07","25","","21.6","","15.6","","18.6","","0.0","","0.6","","0.0","T","0.0","","0.0","T","","","19","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-26","2024","07","26","","21.3","","12.0","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-27","2024","07","27","","21.4","","13.6","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-28","2024","07","28","","22.1","","13.2","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","12","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-29","2024","07","29","","18.1","","15.1","","16.6","","1.4","","0.0","","19.0","","0.0","","19.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-30","2024","07","30","","21.2","","15.6","","18.4","","0.0","","0.4","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-07-31","2024","07","31","","21.8","","16.7","","19.3","","0.0","","1.3","","0.8","","0.0","","0.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-01","2024","08","01","","23.8","","14.7","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","29","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-02","2024","08","02","","26.6","","16.1","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-03","2024","08","03","","24.2","","13.7","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","20","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-04","2024","08","04","","26.9","","14.3","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","","","19","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-05","2024","08","05","","26.4","","14.7","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-06","2024","08","06","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","14","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-07","2024","08","07","","23.2","","13.9","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-08","2024","08","08","","24.6","","14.3","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-09","2024","08","09","","26.9","","15.8","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-10","2024","08","10","","25.0","","15.8","","20.4","","0.0","","2.4","","0.0","","0.0","","0.0","","","","21","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-11","2024","08","11","","21.7","","15.9","","18.8","","0.0","","0.8","","0.3","","0.0","","0.3","","","","11","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-12","2024","08","12","","19.1","","15.9","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-13","2024","08","13","","21.0","","16.4","","18.7","","0.0","","0.7","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-14","2024","08","14","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-15","2024","08","15","","24.0","","13.7","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-16","2024","08","16","","22.1","","14.8","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-17","2024","08","17","","23.7","","13.2","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","29","","45",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-18","2024","08","18","","23.5","","16.1","","19.8","","0.0","","1.8","","9.7","","0.0","","9.7","","","","16","","49",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-19","2024","08","19","","23.2","","13.5","","18.4","","0.0","","0.4","","1.5","","0.0","","1.5","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-20","2024","08","20","","21.9","","15.4","","18.7","","0.0","","0.7","","0.5","","0.0","","0.5","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-21","2024","08","21","","19.5","","14.3","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","11","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-08-22","2024","08","22","","18.8","","14.0","","16.4","","1.6","","0.0","","1.4","","0.0","","1.4","","","","29","","33",""
